Key	Value
其他属性	Misc. Stats
<font color=#B65704>必须材料:\n</font>	<font color=#B65704>Materials required:\n</font>
是否确定与当前目标战斗。	Sure to fight with target?
狱	Pit
让代理人落实政策。期间会发生对应事件，需要手段来处理。不采取政策则会每日损失代理势力吸引力。	Ask the agent to implement the policy. Corresponding events will happen during it, which needs to be handled appropriately. If no policy is implemented, the power and appeal of the agency will be reduced every day.
请示门派	Notify Sect
阴阳加成	Yin Yang
将一个对象的品质升阶	Increase target quality.
垂钓	Fish
角色生成	Generate Character
在制药作业间余，正小憩片刻	Making medicine; taking a break
正在乐呵呵的缝纫中	Happily sewing
加载条件过期信息有问题！报错：{0}	Loading condition timed out! Error code: {0}
旁门心得	Unorthodox Manual
门派内门弟子总数	The total number of inner disciples.
正在乐呵呵的建筑工作中	Happily performs construction work
参悟经验：{0:F0}/{1:F0}\n	Inspiration XP: {0:F0}/{1:F0}\n
修理建筑不顺，觉得有点消沉	Reparation work is not going well; feels somewhat frustrated
声震寰宇	Prominent
修改仓库储存类型	Change the inventory filter.
是否确定退出游戏	Are you sure you want to quit the game?
炼制圣物	Craft Sacred Relic
绘制	Draw
{0}发生事件:{1}	Event in {0}: {1}
{0}部分功能需要激活{1}后才能生效，请谨慎购买！	Some features of {0} need to be activated by {1} to take effect. Please purchase with caution!
生物图鉴需要玩家拥有或击杀该生物来点亮。	To unlock the contents of Creature Encyclopedia, you need to possess or kill these creatures.
赞同或反对灵宠的行为，使其执行行为的权重改变。	Approve or discourage certain behaviors of your pet, influencing its preference weight values of different behaviors, thus changing how it acts.
动物角色	Animal Character
{0:N2}%({1:N2}%)\n疼痛:{2}	{0:N2}% ({1:N2}%)\nPain: {2}
{0}{6}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}{6}\nHealth: {1:P0}\nHunger: {2:N0}\nThirst: {3:N0}\nEnergy: {4:N0}\nMood: {5:N0}
魔(恸哭)	Demon (Wailing)
{0}折	{0} off
消耗25点香火值，为一个外门角色治疗所有疾病，恢复所有器官，并提高五维。	Costs 25 Incense. Cures all illnesses, restores all organs, and improves the five senses for an outer disciple.
(等待建造)	(Awaiting Builder)
天苍{0}年 {1} 第{2}日	Day {2}, {1}, Year {0}, Tiancang
该角色正在被施展神通	This character is performing a miracle.
正邪未明	Unknown
定制五官	Face customise
模组只在WeGame和Steam平台提供。\n开发不易，请支持正版。感谢！	Mods can only be accessed on Wegame and Steam. Development is not easy, please support the legitimate. Thanks!
神乎其技	Marvelous Skill
正专心搬运	Concentrating on transporting goods
武器	Weapon
当前累积次数:{0}，最大累积次数:{1}\n可通过[color=#FF0000][b]{2}[/b][/color]获取使用次数	Initial times: {0} Max times {1}.\nIt gains times through [color=#FF0000][b]{2}[/b][/color].
该物品正在被使用	This item is being used.
取消研习藏经阁秘籍。	Cancel studying the manuals in the Manual Pavilion.
结丹修士	Core Shaper
派遣内门弟子历练的次数	Number of times you have dispatched inner disciples on adventures.
使该植物着火。纯表现。	Set the plant on fire. Only for show.
攻击穿透\n使用此秘体攻击拥有灵气护盾的目标时，攻击穿透灵气护盾的比率。	Attack Penetration\nThe chance of penetrating the Qi Barrier when using this Secret Body to attack targets with Qi Barriers.
{0}:{1}\n通过锻炼可以提高，{0}营养越高，提高越快。	{0}:{1}\nCan be improved through exercise. The higher the nutrition {0}, the faster it can be improved.
将这个物品给与一个角色，角色会自动前来食用。	Give this item to a character. The character will automatically retrieve and eat it.
装备或者拾取一个物品	Equip or pick up an item.
<font color=#D06508>[丹药]</font>\n	<font color=#D06508>[Elixir]</font>\n
突破地点的五行属性与功法的匹配度对突破成功率的影响。	The compatibility between the element of the location and that of the Law affects the success rate of breakthroughs.
数量	Number
矿石植被	Ore & Plants
[内容]\r\n	[Content]\r\n
正在享受烹饪的快乐	Enjoying cooking
{0}可能会发生事件:\n[color=#D06508]{1}[/color]	{0} Possible events:\n[color=#D06508]{1}[/color]
众生万物	All Creations
影响灵宠的灵气护盾强度。	Affects the Pet's Qi Barrier Power.
分堂名	Branch Name
修炼速度停滞，无法入定。	Unable to meditate as cultivation has stagnated.
芸芸众生\n事件发生的概率正常\n更快的修炼速度\n更少的参悟消耗\n偶尔会发生危险\n天劫威力正常\n适合大部分玩家	Medium\nEvents occur at a normal rate.\nFaster cultivation speed.\nLower Inspiration cost.\nOccasional danger.\nNormal Heavenly Tribulation.\nSuitable for most players.
在游戏中，玩家不能直接控制角色，大部分交互指令都是通过命令指定的方式下达。\n点击对应功能按钮后选择交互对象，即可完成交互指令的下达。	Characters cannot be controlled directly, instead, most interactions are done by giving them orders.\nClick a function and select the target character(s) to complete the order.
炼丹房	Alchemy Lab
自动存档..	Auto-saving...
加载地图故事	Load Map Story
已供奉	Worshiped
与{0}的好感度为：{1}	{0}'s favor is: {1}
工具	Tool
多次幽淬	Multiple Specter Refinement
吃东西中噎了自己一下，正慌忙的喝水	Choked on something; gulps down water
取消研习	Study Cancelled
大有收获	You gained a lot
邪教	Evil Sect
打架	Fighting
地点不可达	Unreachable location.
鼎炉潜力几尽枯竭，炼精化气效率较慢。	Inner Cauldron potential near depletion; low Stamina conversion efficiency.
\n境界影响:\n {0:N0}%	\nState: \n {0:N0}%
询问	Inquire
已存在对应控件:{0}，不需要复制	Control {0} already exists. No need to copy.
一般	Common
[color=#ff0000]已达到道行上限[/color]\n{0}	[color=#ff0000]Reached the attainment limit[/color]\n{0}
在拆地板时，正快乐的哼着小调	Removing floors while humming a cheerful tune
寿元	Lifespan
五境:反虚	Lv V: Invoid
门派人数已达上限	Reached the maximum sect population
扫地	Sweep Floors
灵气: 	Qi: 
灵石	Spirit Stone
飞升天劫	Ascension Tribulation
点击[太阳符]。	Press on the Supreme Yang Talisman
领取成功!	Claim Success!
{0:F0}点 {1}（受到天道异动影响）	{0:F0} points {1} (affected by Heavenly Chaos)
管理者审核通过后其他同道中人方可看见此评论	This comment can only be seen by others after the moderator's approval.
击败普通人：{0}个	Mortals Defeated: {0}
读取存档发生错误！\n游戏不支持导入其他存档，请读取正确的存档。\n如有更多问题，请联系客服。 	Loading Error!\nThe game do not support to load other's saves, please select the correct saves.\nIf you have further problems, please contact us through e-mail. 
放下收获	Place Harvest
陪睡觉	Accompanying sleep
（已被使用，再次使用属性将不会叠加）	(Already used, repeated usage will not stack up the stats)
{0:N0}个小时后	{0:N0} hours later
是否确认花费{0}元购买{1}{2}	Are you sure to spend {0} to buy {1} {2}?
契约：{0}\n	Contract: {0}\n
CloudSave->开始压缩:{0}	CloudSave->Start Compression: {0}
主要角色未选择经历,确定要直接进入游戏吗？	No background chosen for main character. Are you sure you want to start the game?
外门	Outer Disciple
雕像\n主殿升级到中级主殿解锁。选择弟子附身之后，此地信仰可直接转移给该弟子。	Statue\nUpgrade to Intermediate Main Hall to unlock. After possessing a disciple, the belief of this place can be directly transferred to this disciple.
无法炼制该秘宝	Cannot forge this treasure artifact
删除这个区域	Delete this area.
入口	Entrance
将一个物品幽淬	Perform Specter Refinement for an item.
数据校验失败,请联系客服或稍后再试	Data verification failed, please contact Customer Service or try again later
在筑基之时，突然心有所感	Training foundation; gets a sudden feeling
这个门派很神秘，需要在游戏中了解更多。	This sects is mysterious, play the game to preveil more information.
修改存档成功!	Save File Modified Successfully!
\n总大小: 	\nSize: 
(平均值)	(Average)
投其所好	Cater to their pleasure
灌顶	Enlighten
返回门派	Return to sect
始	Sparse
拳套	Gloves
过期消息({0})	Expired message ({0})
迟迟没有护法降临,可能不会来了。	The guard has not yet descended and probably will not come here.
没有地方可以放鱼了！	There's no place to release fish.
确定要对{0}施展吗？这将会导致它永远失去灵性。	Are you sure you want to use it on {0}? This will cause it to lose its Blessing forever.
大名鼎鼎	Famous
错误的存档，建议删除。	This save is faulty. We recommend you delete it.
门派ID>=500会带来未知的异常	Sect ID>=500 will cause unknown problems.
神秘修行者	Mysterious Cultivator
低级：{0}。\n	Elementary: {0}. \n
发呆	Idle
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	Pain ({0:P0})\nTaking damage hurts, and when Pain exceeds a certain threshold it will affect Consciousness.
正专心修行	Concentrating on meditating
认主这个秘宝吗？它将绑定{0}。	Claim this Legacy Artifact? It will be soulbound to {0}.
默认目标	Default Target
驻扎	Camp
不能改变仙阵阵图	Unable to edit the immortal plan.
交易后，可自由进出此门派所有地点。好感度越高，售价越低。如好感度跌到一般以下，将取消通行权。	After trading, the character can freely enter and exit all locations of this sect. The higher the favor, the lower the price. If the favor is lower than normal, no access will be granted.
不适合或者已被占用	Unsuitable or occupied.
在手工作业时，正感觉有点无聊	Doing handcraft; feels a bit bored
[击杀模式]\n攻击目标，不死不休	[Kill mode]\nAttack the target until death.
不存在预览图！	Preview image does not exist!
{0}元	{0} CNY
{0}弟子	{0} Disciple
新建阵图	Create
快捷键	hotkey
[color=#880000](丢失)[/color]	[color=#880000](Lost)[/color]
类型或ID不能为空！	Type or ID cannot be empty.
最大年龄	Oldest Age
门派名字不可空白。	Sect name cannot be blank.
在移除工作时，正快乐的哼着小调	Removing something while humming a cheerful tune
发现新的地点：{0}	New Location Found: {0}
很好，接下来你需要将后山的寒晶矿开采出来并熔炼成寒晶锭。熔炉就在矿山的旁边。	Good. Next, you will need to mine Ice Crystal Ore from the hills and smelt it into Ice Crystal Bars. The furnace is next to the mine.
将石头送人，或是拿起砖头。	Give others stones, or pick up a brick.
\n房间最小面积为4，最大面积为400	\nThe minimum size of a room is 4, maximum is 400.
影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}	Effect: {0:N2}%\nDegree: {1:N2}% ({4:N4})\nPain: {2}\nStatus: {3}\n{5}
(已成熟)	(Mature)
饮水	Drink
{0} 天道未选择，无法触发该天道!	{0} Heavenly Dao not selected, cannot trigger this Heavenly Dao!
\n[color=#FF4000]负荷超出阵枢承载会导致阵法消耗大幅提高，反之则下降。[/color]	\n[color=#FF4000]If the load is greater than what the pillar character can manage, the cost of formations will drastically increase; otherwise, it will decrease.[/color]
[简介]	[Intro]
[关闭]	[Off]
拜师	Mentor
正专心的给伤员治疗	Concentrating on healing the wounded
  当前进度:	  Progress:
[兽形态]\n变身成兽形态	[Beast]\nShift to beast form
正在解压存档文件:{0}/{1}(此过程不消耗流量)	Decompressing Save File: {0}/{1} (this process does not consume data)
空间:{0}/{1}	Space: {0}/{1}
来自:{0}	Source: {0}
该内容中包含竹林深处(DLC)数据，未激活该DLC无法正常使用。	This content contains data from DLC: Deep in the Bamboo forest and cannot be used without DLC activated.
神修在心境为“空”时，心境只有在心绪低于50的情况下才会增加，心绪越低，增加速度越快。反之则会减少。	When the mental state is 'empty', it will only be raised if the distress is lower than 50, as a lower distress means a faster rise. Otherwise it will be reduced.
角色入玄成功	Heaven link Success
已阅({0:N0})	Read ({0:N0})
